,N,Quartile,median,std,rpd,Location,Flow,Analyte,NumObservations,NumObservationsBelowDetect,NearMedianDetectionLimit,skewnessCategory,distributionCategory,skewnessValue,coefficientOfVariation,averageAnnualMonthsSampled,inductionRatio,RainZone,changeRPD,percentOriginal
10,n=15,0.1,1.0,0.18041801828710258,18.87843137254907,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,2.125559811983308,48.38709677419355
11,n=15,0.25,1.0,0.06681533467055221,0.7427045708999949,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,3.0430490580659955,48.38709677419355
12,n=15,0.5,1.6000000238418581,0.44572051478110775,28.19870900327455,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,2.3976461343366715,48.38709677419355
13,n=15,0.75,2.399999976158142,0.26624522116148625,9.003354487985602,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,4.96581056369827,48.38709677419355
14,n=15,0.9,2.839999961853027,0.3671596174334245,9.561175391164003,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,3.360378210430593,48.38709677419355
15,n=20,0.1,0.9500000000000001,0.19904106282216932,17.72307692307701,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,1.1553544494720605,64.51612903225806
16,n=20,0.25,1.0,0.020124612597178352,0.07346939013829486,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,0.6692351807617,64.51612903225806
17,n=20,0.5,1.449999988079071,0.35851703077456476,22.394546367773245,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,5.8041626355013065,64.51612903225806
18,n=20,0.75,2.4250000715255737,0.1711749006958509,5.504902864278835,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,3.4984516237067673,64.51612903225806
19,n=20,0.9,3.0,0.2010155695911219,4.525463635621667,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,5.035711755542336,64.51612903225806
20,n=25,0.1,1.0,0.15013100491662118,17.364705882352986,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,0.35837104072402326,80.64516129032258
21,n=25,0.25,1.0,0.0,0.0,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,0.07346939013829486,80.64516129032258
22,n=25,0.5,1.6000000238418581,0.35761955676978185,20.703670040365623,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,1.6908763274076222,80.64516129032258
23,n=25,0.75,2.5,0.1037060695300562,3.3932960005222923,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,2.1116068637565424,80.64516129032258
24,n=25,0.9,3.0,0.09734242184671567,1.5647940660812931,459063142_WI_proprietary,Outflow,Copper,31,14,26,heavy_right_skew,IG,1.1326676801798805,0.5938935203296457,5,10.0,1,2.9606695695403733,80.64516129032258
