,N,Quartile,median,std,rpd,Location,Flow,Analyte,NumObservations,NumObservationsBelowDetect,NearMedianDetectionLimit,skewnessCategory,distributionCategory,skewnessValue,coefficientOfVariation,averageAnnualMonthsSampled,inductionRatio,RainZone,changeRPD,percentOriginal
10,n=15,0.1,0.21599999964237213,0.03125519330492145,11.889048166120894,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,4.97084631199759,34.090909090909086
11,n=15,0.25,0.2750000059604645,0.033287384976437004,9.503530763039779,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,3.879326187806136,34.090909090909086
12,n=15,0.5,0.3700000047683716,0.04863421916369408,10.104437152346355,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,4.042129580787353,34.090909090909086
13,n=15,0.75,0.5799999982118607,0.12679380767515183,19.99382671324912,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,3.2635652689596846,34.090909090909086
14,n=15,0.9,0.8039999842643738,0.11000766972189724,11.00988557330402,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,5.684699404258941,34.090909090909086
15,n=20,0.1,0.2089999943971634,0.02556179611016357,9.705502738925679,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,2.183545427195215,45.45454545454545
16,n=20,0.25,0.2700000107288361,0.02839676910033971,8.071006160265044,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,1.432524602774734,45.45454545454545
17,n=20,0.5,0.3700000047683716,0.03793482025041474,8.091810361294666,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,2.012626791051689,45.45454545454545
18,n=20,0.75,0.5599999874830246,0.11753495613900822,19.13842355555463,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,0.8554031576944894,45.45454545454545
19,n=20,0.9,0.826999992132187,0.08910324729861521,8.430866871456805,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,2.5790187018472146,45.45454545454545
20,n=25,0.1,0.20800000131130217,0.01790108244353664,6.130437193735673,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,3.5750655451900055,56.81818181818182
21,n=25,0.25,0.2700000107288361,0.020779694545554842,5.5797459505330815,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,2.491260209731963,56.81818181818182
22,n=25,0.5,0.3700000047683716,0.03113136545828301,6.2354674456433345,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,1.8563429156513314,56.81818181818182
23,n=25,0.75,0.6299999952316284,0.110262762336251,16.09347883159449,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,3.0449447239601426,56.81818181818182
24,n=25,0.9,0.8259999871253968,0.06433829188908628,6.0814904669859535,-1242007014_CO,Inflow,Phosphorus,44,0,0,heavy_right_skew,IGAMMA,2.012474363490273,0.6388515878013894,4,13.292308524656613,9,2.349376404470852,56.81818181818182
